Domain Code,Domain,Area Code (FAO),Area,Element Code,Element,Months Code,Months,Year Code,Year,Unit,Value,Flag,Flag Description
"ET","Temperature change","138","Mexico","7271","Temperature change","7005","May","1971","1971","?C","-0.238","Fc","Calculated data"
"ET","Temperature change","138","Mexico","7271","Temperature change","7005","May","1972","1972","?C","0.03","Fc","Calculated data"
"ET","Temperature change","138","Mexico","7271","Temperature change","7005","May","1973","1973","?C","0.065","Fc","Calculated data"
"ET","Temperature change","138","Mexico","7271","Temperature change","7005","May","1974","1974","?C","0.327","Fc","Calculated data"
"ET","Temperature change","138","Mexico","7271","Temperature change","7005","May","1975","1975","?C","-0.334","Fc","Calculated data"
"ET","Temperature change","138","Mexico","7271","Temperature change","7005","May","1976","1976","?C","-0.677","Fc","Calculated data"
"ET","Temperature change","138","Mexico","7271","Temperature change","7005","May","1977","1977","?C","-0.381","Fc","Calculated data"
"ET","Temperature change","138","Mexico","7271","Temperature change","7005","May","1978","1978","?C","0.53","Fc","Calculated data"
"ET","Temperature change","138","Mexico","7271","Temperature change","7005","May","1979","1979","?C","-0.494","Fc","Calculated data"
"ET","Temperature change","138","Mexico","7271","Temperature change","7005","May","1980","1980","?C","0.472","Fc","Calculated data"
"ET","Temperature change","138","Mexico","7271","Temperature change","7005","May","1981","1981","?C","-0.016","Fc","Calculated data"
"ET","Temperature change","138","Mexico","7271","Temperature change","7005","May","1982","1982","?C","-0.178","Fc","Calculated data"
"ET","Temperature change","138","Mexico","7271","Temperature change","7005","May","1983","1983","?C","0.46","Fc","Calculated data"
"ET","Temperature change","138","Mexico","7271","Temperature change","7005","May","1984","1984","?C","0.425","Fc","Calculated data"
"ET","Temperature change","138","Mexico","7271","Temperature change","7005","May","1985","1985","?C","0.376","Fc","Calculated data"
"ET","Temperature change","138","Mexico","7271","Temperature change","7005","May","1986","1986","?C","0.228","Fc","Calculated data"
"ET","Temperature change","138","Mexico","7271","Temperature change","7005","May","1987","1987","?C","-0.439","Fc","Calculated data"
"ET","Temperature change","138","Mexico","7271","Temperature change","7005","May","1988","1988","?C","0.197","Fc","Calculated data"
"ET","Temperature change","138","Mexico","7271","Temperature change","7005","May","1989","1989","?C","0.892","Fc","Calculated data"
"ET","Temperature change","138","Mexico","7271","Temperature change","7005","May","1990","1990","?C","0.754","Fc","Calculated data"
"ET","Temperature change","138","Mexico","7271","Temperature change","7005","May","1991","1991","?C","0.546","Fc","Calculated data"
"ET","Temperature change","138","Mexico","7271","Temperature change","7005","May","1992","1992","?C","-0.551","Fc","Calculated data"
"ET","Temperature change","138","Mexico","7271","Temperature change","7005","May","1993","1993","?C","-0.101","Fc","Calculated data"
"ET","Temperature change","138","Mexico","7271","Temperature change","7005","May","1994","1994","?C","0.544","Fc","Calculated data"
"ET","Temperature change","138","Mexico","7271","Temperature change","7005","May","1995","1995","?C","0.826","Fc","Calculated data"
"ET","Temperature change","138","Mexico","7271","Temperature change","7005","May","1996","1996","?C","1.639","Fc","Calculated data"
"ET","Temperature change","138","Mexico","7271","Temperature change","7005","May","1997","1997","?C","0.358","Fc","Calculated data"
"ET","Temperature change","138","Mexico","7271","Temperature change","7005","May","1998","1998","?C","1.144","Fc","Calculated data"
"ET","Temperature change","138","Mexico","7271","Temperature change","7005","May","1999","1999","?C","0.776","Fc","Calculated data"
"ET","Temperature change","138","Mexico","7271","Temperature change","7005","May","2000","2000","?C","1.224","Fc","Calculated data"
"ET","Temperature change","138","Mexico","7271","Temperature change","7005","May","2001","2001","?C","0.664","Fc","Calculated data"
"ET","Temperature change","138","Mexico","7271","Temperature change","7005","May","2002","2002","?C","1.315","Fc","Calculated data"
"ET","Temperature change","138","Mexico","7271","Temperature change","7005","May","2003","2003","?C","1.749","Fc","Calculated data"
"ET","Temperature change","138","Mexico","7271","Temperature change","7005","May","2004","2004","?C","0.563","Fc","Calculated data"
"ET","Temperature change","138","Mexico","7271","Temperature change","7005","May","2005","2005","?C","0.498","Fc","Calculated data"
"ET","Temperature change","138","Mexico","7271","Temperature change","7005","May","2006","2006","?C","0.895","Fc","Calculated data"
"ET","Temperature change","138","Mexico","7271","Temperature change","7005","May","2007","2007","?C","0.33","Fc","Calculated data"
"ET","Temperature change","138","Mexico","7271","Temperature change","7005","May","2008","2008","?C","0.727","Fc","Calculated data"
"ET","Temperature change","138","Mexico","7271","Temperature change","7005","May","2009","2009","?C","1.242","Fc","Calculated data"
"ET","Temperature change","138","Mexico","7271","Temperature change","7005","May","2010","2010","?C","0.774","Fc","Calculated data"
"ET","Temperature change","138","Mexico","7271","Temperature change","7005","May","2011","2011","?C","1.224","Fc","Calculated data"
"ET","Temperature change","138","Mexico","7271","Temperature change","7005","May","2012","2012","?C","1.232","Fc","Calculated data"
"ET","Temperature change","138","Mexico","7271","Temperature change","7005","May","2013","2013","?C","0.537","Fc","Calculated data"
"ET","Temperature change","138","Mexico","7271","Temperature change","7005","May","2014","2014","?C","0.228","Fc","Calculated data"
"ET","Temperature change","138","Mexico","7271","Temperature change","7005","May","2015","2015","?C","0.124","Fc","Calculated data"
"ET","Temperature change","138","Mexico","7271","Temperature change","7005","May","2016","2016","?C","1.129","Fc","Calculated data"
"ET","Temperature change","138","Mexico","7271","Temperature change","7005","May","2017","2017","?C","0.972","Fc","Calculated data"
"ET","Temperature change","138","Mexico","7271","Temperature change","7005","May","2018","2018","?C","1.473","Fc","Calculated data"
"ET","Temperature change","138","Mexico","7271","Temperature change","7005","May","2019","2019","?C","0.85","Fc","Calculated data"
"ET","Temperature change","138","Mexico","7271","Temperature change","7005","May","2020","2020","?C","1.423","Fc","Calculated data"
"ET","Temperature change","138","Mexico","7271","Temperature change","7006","June","1961","1961","?C","-0.082","Fc","Calculated data"
"ET","Temperature change","138","Mexico","7271","Temperature change","7006","June","1962","1962","?C","-0.14","Fc","Calculated data"
"ET","Temperature change","138","Mexico","7271","Temperature change","7006","June","1963","1963","?C","0.119","Fc","Calculated data"
"ET","Temperature change","138","Mexico","7271","Temperature change","7006","June","1964","1964","?C","-0.615","Fc","Calculated data"
"ET","Temperature change","138","Mexico","7271","Temperature change","7006","June","1965","1965","?C","-0.477","Fc","Calculated data"
"ET","Temperature change","138","Mexico","7271","Temperature change","7006","June","1966","1966","?C","-0.186","Fc","Calculated data"
"ET","Temperature change","138","Mexico","7271","Temperature change","7006","June","1967","1967","?C","-0.197","Fc","Calculated data"
"ET","Temperature change","138","Mexico","7271","Temperature change","7006","June","1968","1968","?C","-0.303","Fc","Calculated data"
"ET","Temperature change","138","Mexico","7271","Temperature change","7006","June","1969","1969","?C","0.305","Fc","Calculated data"
"ET","Temperature change","138","Mexico","7271","Temperature change","7006","June","1970","1970","?C","-0.251","Fc","Calculated data"
"ET","Temperature change","138","Mexico","7271","Temperature change","7006","June","1971","1971","?C","-0.652","Fc","Calculated data"
"ET","Temperature change","138","Mexico","7271","Temperature change","7006","June","1972","1972","?C","-0.505","Fc","Calculated data"
"ET","Temperature change","138","Mexico","7271","Temperature change","7006","June","1973","1973","?C","-0.447","Fc","Calculated data"
"ET","Temperature change","138","Mexico","7271","Temperature change","7006","June","1974","1974","?C","-0.058","Fc","Calculated data"
"ET","Temperature change","138","Mexico","7271","Temperature change","7006","June","1975","1975","?C","-0.396","Fc","Calculated data"
"ET","Temperature change","138","Mexico","7271","Temperature change","7006","June","1976","1976","?C","-0.174","Fc","Calculated data"
"ET","Temperature change","138","Mexico","7271","Temperature change","7006","June","1977","1977","?C","-0.127","Fc","Calculated data"
"ET","Temperature change","138","Mexico","7271","Temperature change","7006","June","1978","1978","?C","0.505","Fc","Calculated data"
"ET","Temperature change","138","Mexico","7271","Temperature change","7006","June","1979","1979","?C","-0.185","Fc","Calculated data"
"ET","Temperature change","138","Mexico","7271","Temperature change","7006","June","1980","1980","?C","1.402","Fc","Calculated data"
"ET","Temperature change","138","Mexico","7271","Temperature change","7006","June","1981","1981","?C","-0.022","Fc","Calculated data"
"ET","Temperature change","138","Mexico","7271","Temperature change","7006","June","1982","1982","?C","0.457","Fc","Calculated data"
"ET","Temperature change","138","Mexico","7271","Temperature change","7006","June","1983","1983","?C","0.305","Fc","Calculated data"
"ET","Temperature change","138","Mexico","7271","Temperature change","7006","June","1984","1984","?C","-0.419","Fc","Calculated data"
"ET","Temperature change","138","Mexico","7271","Temperature change","7006","June","1985","1985","?C","-0.233","Fc","Calculated data"
"ET","Temperature change","138","Mexico","7271","Temperature change","7006","June","1986","1986","?C","-0.325","Fc","Calculated data"
"ET","Temperature change","138","Mexico","7271","Temperature change","7006","June","1987","1987","?C","-0.001","Fc","Calculated data"
"ET","Temperature change","138","Mexico","7271","Temperature change","7006","June","1988","1988","?C","-0.225","Fc","Calculated data"
"ET","Temperature change","138","Mexico","7271","Temperature change","7006","June","1989","1989","?C","0.557","Fc","Calculated data"
"ET","Temperature change","138","Mexico","7271","Temperature change","7006","June","1990","1990","?C","1.205","Fc","Calculated data"
"ET","Temperature change","138","Mexico","7271","Temperature change","7006","June","1991","1991","?C","0.007","Fc","Calculated data"
"ET","Temperature change","138","Mexico","7271","Temperature change","7006","June","1992","1992","?C","0.591","Fc","Calculated data"
"ET","Temperature change","138","Mexico","7271","Temperature change","7006","June","1993","1993","?C","0.158","Fc","Calculated data"
"ET","Temperature change","138","Mexico","7271","Temperature change","7006","June","1994","1994","?C","0.733","Fc","Calculated data"
"ET","Temperature change","138","Mexico","7271","Temperature change","7006","June","1995","1995","?C","0.317","Fc","Calculated data"
"ET","Temperature change","138","Mexico","7271","Temperature change","7006","June","1996","1996","?C","0.813","Fc","Calculated data"
"ET","Temperature change","138","Mexico","7271","Temperature change","7006","June","1997","1997","?C","0.381","Fc","Calculated data"
"ET","Temperature change","138","Mexico","7271","Temperature change","7006","June","1998","1998","?C","1.812","Fc","Calculated data"
"ET","Temperature change","138","Mexico","7271","Temperature change","7006","June","1999","1999","?C","0.287","Fc","Calculated data"
"ET","Temperature change","138","Mexico","7271","Temperature change","7006","June","2000","2000","?C","0.009","Fc","Calculated data"
"ET","Temperature change","138","Mexico","7271","Temperature change","7006","June","2001","2001","?C","0.628","Fc","Calculated data"
"ET","Temperature change","138","Mexico","7271","Temperature change","7006","June","2002","2002","?C","0.731","Fc","Calculated data"
"ET","Temperature change","138","Mexico","7271","Temperature change","7006","June","2003","2003","?C","0.479","Fc","Calculated data"
"ET","Temperature change","138","Mexico","7271","Temperature change","7006","June","2004","2004","?C","0.138","Fc","Calculated data"
"ET","Temperature change","138","Mexico","7271","Temperature change","7006","June","2005","2005","?C","0.964","Fc","Calculated data"
"ET","Temperature change","138","Mexico","7271","Temperature change","7006","June","2006","2006","?C","0.754","Fc","Calculated data"
"ET","Temperature change","138","Mexico","7271","Temperature change","7006","June","2007","2007","?C","0.558","Fc","Calculated data"
"ET","Temperature change","138","Mexico","7271","Temperature change","7006","June","2008","2008","?C","0.725","Fc","Calculated data"
"ET","Temperature change","138","Mexico","7271","Temperature change","7006","June","2009","2009","?C","0.671","Fc","Calculated data"
"ET","Temperature change","138","Mexico","7271","Temperature change","7006","June","2010","2010","?C","1.138","Fc","Calculated data"
"ET","Temperature change","138","Mexico","7271","Temperature change","7006","June","2011","2011","?C","1.228","Fc","Calculated data"
"ET","Temperature change","138","Mexico","7271","Temperature change","7006","June","2012","2012","?C","1.042","Fc","Calculated data"
"ET","Temperature change","138","Mexico","7271","Temperature change","7006","June","2013","2013","?C","1.066","Fc","Calculated data"
"ET","Temperature change","138","Mexico","7271","Temperature change","7006","June","2014","2014","?C","0.932","Fc","Calculated data"
"ET","Temperature change","138","Mexico","7271","Temperature change","7006","June","2015","2015","?C","0.658","Fc","Calculated data"
"ET","Temperature change","138","Mexico","7271","Temperature change","7006","June","2016","2016","?C","0.82","Fc","Calculated data"
"ET","Temperature change","138","Mexico","7271","Temperature change","7006","June","2017","2017","?C","1.195","Fc","Calculated data"
"ET","Temperature change","138","Mexico","7271","Temperature change","7006","June","2018","2018","?C","1.09","Fc","Calculated data"
"ET","Temperature change","138","Mexico","7271","Temperature change","7006","June","2019","2019","?C","1.214","Fc","Calculated data"
"ET","Temperature change","138","Mexico","7271","Temperature change","7006","June","2020","2020","?C","0.94","Fc","Calculated data"
"ET","Temperature change","138","Mexico","7271","Temperature change","7007","July","1961","1961","?C","-0.418","Fc","Calculated data"
"ET","Temperature change","138","Mexico","7271","Temperature change","7007","July","1962","1962","?C","0.21","Fc","Calculated data"
"ET","Temperature change","138","Mexico","7271","Temperature change","7007","July","1963","1963","?C","0.129","Fc","Calculated data"
"ET","Temperature change","138","Mexico","7271","Temperature change","7007","July","1964","1964","?C","0.169","Fc","Calculated data"
"ET","Temperature change","138","Mexico","7271","Temperature change","7007","July","1965","1965","?C","-0.014","Fc","Calculated data"
"ET","Temperature change","138","Mexico","7271","Temperature change","7007","July","1966","1966","?C","0.247","Fc","Calculated data"
"ET","Temperature change","138","Mexico","7271","Temperature change","7007","July","1967","1967","?C","0.151","Fc","Calculated data"
"ET","Temperature change","138","Mexico","7271","Temperature change","7007","July","1968","1968","?C","-0.59","Fc","Calculated data"
"ET","Temperature change","138","Mexico","7271","Temperature change","7007","July","1969","1969","?C","0.724","Fc","Calculated data"
"ET","Temperature change","138","Mexico","7271","Temperature change","7007","July","1970","1970","?C","0.009","Fc","Calculated data"
"ET","Temperature change","138","Mexico","7271","Temperature change","7007","July","1971","1971","?C","-0.263","Fc","Calculated data"
"ET","Temperature change","138","Mexico","7271","Temperature change","7007","July","1972","1972","?C","-0.172","Fc","Calculated data"
"ET","Temperature change","138","Mexico","7271","Temperature change","7007","July","1973","1973","?C","-0.337","Fc","Calculated data"
"ET","Temperature change","138","Mexico","7271","Temperature change","7007","July","1974","1974","?C","-0.759","Fc","Calculated data"
"ET","Temperature change","138","Mexico","7271","Temperature change","7007","July","1975","1975","?C","-0.927","Fc","Calculated data"
"ET","Temperature change","138","Mexico","7271","Temperature change","7007","July","1976","1976","?C","-1.163","Fc","Calculated data"
"ET","Temperature change","138","Mexico","7271","Temperature change","7007","July","1977","1977","?C","-0.032","Fc","Calculated data"
"ET","Temperature change","138","Mexico","7271","Temperature change","7007","July","1978","1978","?C","0.432","Fc","Calculated data"
"ET","Temperature change","138","Mexico","7271","Temperature change","7007","July","1979","1979","?C","0.743","Fc","Calculated data"
"ET","Temperature change","138","Mexico","7271","Temperature change","7007","July","1980","1980","?C","1.217","Fc","Calculated data"
"ET","Temperature change","138","Mexico","7271","Temperature change","7007","July","1981","1981","?C","0.074","Fc","Calculated data"
"ET","Temperature change","138","Mexico","7271","Temperature change","7007","July","1982","1982","?C","0.241","Fc","Calculated data"
"ET","Temperature change","138","Mexico","7271","Temperature change","7007","July","1983","1983","?C","0.255","Fc","Calculated data"
"ET","Temperature change","138","Mexico","7271","Temperature change","7007","July","1984","1984","?C","-0.825","Fc","Calculated data"
"ET","Temperature change","138","Mexico","7271","Temperature change","7007","July","1985","1985","?C","-0.34","Fc","Calculated data"
"ET","Temperature change","138","Mexico","7271","Temperature change","7007","July","1986","1986","?C","-0.495","Fc","Calculated data"
"ET","Temperature change","138","Mexico","7271","Temperature change","7007","July","1987","1987","?C","0.025","Fc","Calculated data"
"ET","Temperature change","138","Mexico","7271","Temperature change","7007","July","1988","1988","?C","-0.206","Fc","Calculated data"
"ET","Temperature change","138","Mexico","7271","Temperature change","7007","July","1989","1989","?C","0.498","Fc","Calculated data"
"ET","Temperature change","138","Mexico","7271","Temperature change","7007","July","1990","1990","?C","-0.366","Fc","Calculated data"
"ET","Temperature change","138","Mexico","7271","Temperature change","7007","July","1991","1991","?C","-0.727","Fc","Calculated data"
"ET","Temperature change","138","Mexico","7271","Temperature change","7007","July","1992","1992","?C","0.243","Fc","Calculated data"
"ET","Temperature change","138","Mexico","7271","Temperature change","7007","July","1993","1993","?C","-0.123","Fc","Calculated data"
"ET","Temperature change","138","Mexico","7271","Temperature change","7007","July","1994","1994","?C","0.81","Fc","Calculated data"
"ET","Temperature change","138","Mexico","7271","Temperature change","7007","July","1995","1995","?C","0.519","Fc","Calculated data"
"ET","Temperature change","138","Mexico","7271","Temperature change","7007","July","1996","1996","?C","0.633","Fc","Calculated data"
"ET","Temperature change","138","Mexico","7271","Temperature change","7007","July","1997","1997","?C","0.568","Fc","Calculated data"
"ET","Temperature change","138","Mexico","7271","Temperature change","7007","July","1998","1998","?C","1.076","Fc","Calculated data"
"ET","Temperature change","138","Mexico","7271","Temperature change","7007","July","1999","1999","?C","-0.331","Fc","Calculated data"
"ET","Temperature change","138","Mexico","7271","Temperature change","7007","July","2000","2000","?C","0.51","Fc","Calculated data"
"ET","Temperature change","138","Mexico","7271","Temperature change","7007","July","2001","2001","?C","0.455","Fc","Calculated data"
"ET","Temperature change","138","Mexico","7271","Temperature change","7007","July","2002","2002","?C","0.219","Fc","Calculated data"
"ET","Temperature change","138","Mexico","7271","Temperature change","7007","July","2003","2003","?C","0.373","Fc","Calculated data"
"ET","Temperature change","138","Mexico","7271","Temperature change","7007","July","2004","2004","?C","0.221","Fc","Calculated data"
"ET","Temperature change","138","Mexico","7271","Temperature change","7007","July","2005","2005","?C","1.007","Fc","Calculated data"
"ET","Temperature change","138","Mexico","7271","Temperature change","7007","July","2006","2006","?C","0.604","Fc","Calculated data"
"ET","Temperature change","138","Mexico","7271","Temperature change","7007","July","2007","2007","?C","0.297","Fc","Calculated data"
"ET","Temperature change","138","Mexico","7271","Temperature change","7007","July","2008","2008","?C","-0.37","Fc","Calculated data"
"ET","Temperature change","138","Mexico","7271","Temperature change","7007","July","2009","2009","?C","1.603","Fc","Calculated data"
"ET","Temperature change","138","Mexico","7271","Temperature change","7007","July","2010","2010","?C","0.195","Fc","Calculated data"
"ET","Temperature change","138","Mexico","7271","Temperature change","7007","July","2011","2011","?C","0.727","Fc","Calculated data"
"ET","Temperature change","138","Mexico","7271","Temperature change","7007","July","2012","2012","?C","0.275","Fc","Calculated data"
"ET","Temperature change","138","Mexico","7271","Temperature change","7007","July","2013","2013","?C","0.213","Fc","Calculated data"
"ET","Temperature change","138","Mexico","7271","Temperature change","7007","July","2014","2014","?C","0.588","Fc","Calculated data"
"ET","Temperature change","138","Mexico","7271","Temperature change","7007","July","2015","2015","?C","0.831","Fc","Calculated data"
"ET","Temperature change","138","Mexico","7271","Temperature change","7007","July","2016","2016","?C","1.413","Fc","Calculated data"
"ET","Temperature change","138","Mexico","7271","Temperature change","7007","July","2017","2017","?C","0.776","Fc","Calculated data"
"ET","Temperature change","138","Mexico","7271","Temperature change","7007","July","2018","2018","?C","1.204","Fc","Calculated data"
"ET","Temperature change","138","Mexico","7271","Temperature change","7007","July","2019","2019","?C","1.295","Fc","Calculated data"
"ET","Temperature change","138","Mexico","7271","Temperature change","7007","July","2020","2020","?C","1.546","Fc","Calculated data"
"ET","Temperature change","138","Mexico","7271","Temperature change","7008","August","1961","1961","?C","-0.188","Fc","Calculated data"
"ET","Temperature change","138","Mexico","7271","Temperature change","7008","August","1962","1962","?C","0.845","Fc","Calculated data"
"ET","Temperature change","138","Mexico","7271","Temperature change","7008","August","1963","1963","?C","0.151","Fc","Calculated data"
"ET","Temperature change","138","Mexico","7271","Temperature change","7008","August","1964","1964","?C","0.187","Fc","Calculated data"
"ET","Temperature change","138","Mexico","7271","Temperature change","7008","August","1965","1965","?C","-0.251","Fc","Calculated data"
"ET","Temperature change","138","Mexico","7271","Temperature change","7008","August","1966","1966","?C","-0.037","Fc","Calculated data"
"ET","Temperature change","138","Mexico","7271","Temperature change","7008","August","1967","1967","?C","-0.222","Fc","Calculated data"
"ET","Temperature change","138","Mexico","7271","Temperature change","7008","August","1968","1968","?C","-0.528","Fc","Calculated data"
"ET","Temperature change","138","Mexico","7271","Temperature change","7008","August","1969","1969","?C","0.564","Fc","Calculated data"
"ET","Temperature change","138","Mexico","7271","Temperature change","7008","August","1970","1970","?C","0.211","Fc","Calculated data"
"ET","Temperature change","138","Mexico","7271","Temperature change","7008","August","1971","1971","?C","-0.92","Fc","Calculated data"
"ET","Temperature change","138","Mexico","7271","Temperature change","7008","August","1972","1972","?C","-0.43","Fc","Calculated data"
"ET","Temperature change","138","Mexico","7271","Temperature change","7008","August","1973","1973","?C","-0.774","Fc","Calculated data"
"ET","Temperature change","138","Mexico","7271","Temperature change","7008","August","1974","1974","?C","-0.202","Fc","Calculated data"
"ET","Temperature change","138","Mexico","7271","Temperature change","7008","August","1975","1975","?C","-0.466","Fc","Calculated data"
"ET","Temperature change","138","Mexico","7271","Temperature change","7008","August","1976","1976","?C","-0.434","Fc","Calculated data"
"ET","Temperature change","138","Mexico","7271","Temperature change","7008","August","1977","1977","?C","0.493","Fc","Calculated data"
"ET","Temperature change","138","Mexico","7271","Temperature change","7008","August","1978","1978","?C","-0.055","Fc","Calculated data"
"ET","Temperature change","138","Mexico","7271","Temperature change","7008","August","1979","1979","?C","-0.318","Fc","Calculated data"
"ET","Temperature change","138","Mexico","7271","Temperature change","7008","August","1980","1980","?C","0.207","Fc","Calculated data"
"ET","Temperature change","138","Mexico","7271","Temperature change","7008","August","1981","1981","?C","0.292","Fc","Calculated data"
"ET","Temperature change","138","Mexico","7271","Temperature change","7008","August","1982","1982","?C","0.608","Fc","Calculated data"
"ET","Temperature change","138","Mexico","7271","Temperature change","7008","August","1983","1983","?C","0.103","Fc","Calculated data"
"ET","Temperature change","138","Mexico","7271","Temperature change","7008","August","1984","1984","?C","-0.399","Fc","Calculated data"
"ET","Temperature change","138","Mexico","7271","Temperature change","7008","August","1985","1985","?C","0.151","Fc","Calculated data"
"ET","Temperature change","138","Mexico","7271","Temperature change","7008","August","1986","1986","?C","0.314","Fc","Calculated data"
"ET","Temperature change","138","Mexico","7271","Temperature change","7008","August","1987","1987","?C","0.236","Fc","Calculated data"
"ET","Temperature change","138","Mexico","7271","Temperature change","7008","August","1988","1988","?C","-0.08","Fc","Calculated data"
"ET","Temperature change","138","Mexico","7271","Temperature change","7008","August","1989","1989","?C","-0.011","Fc","Calculated data"
"ET","Temperature change","138","Mexico","7271","Temperature change","7008","August","1990","1990","?C","-0.377","Fc","Calculated data"
"ET","Temperature change","138","Mexico","7271","Temperature change","7008","August","1991","1991","?C","0.166","Fc","Calculated data"
"ET","Temperature change","138","Mexico","7271","Temperature change","7008","August","1992","1992","?C","-0.01","Fc","Calculated data"
"ET","Temperature change","138","Mexico","7271","Temperature change","7008","August","1993","1993","?C","0.281","Fc","Calculated data"
"ET","Temperature change","138","Mexico","7271","Temperature change","7008","August","1994","1994","?C","0.481","Fc","Calculated data"
"ET","Temperature change","138","Mexico","7271","Temperature change","7008","August","1995","1995","?C","0.573","Fc","Calculated data"
"ET","Temperature change","138","Mexico","7271","Temperature change","7008","August","1996","1996","?C","-0.088","Fc","Calculated data"
"ET","Temperature change","138","Mexico","7271","Temperature change","7008","August","1997","1997","?C","0.943","Fc","Calculated data"
"ET","Temperature change","138","Mexico","7271","Temperature change","7008","August","1998","1998","?C","0.87","Fc","Calculated data"
"ET","Temperature change","138","Mexico","7271","Temperature change","7008","August","1999","1999","?C","0.402","Fc","Calculated data"
"ET","Temperature change","138","Mexico","7271","Temperature change","7008","August","2000","2000","?C","0.096","Fc","Calculated data"
"ET","Temperature change","138","Mexico","7271","Temperature change","7008","August","2001","2001","?C","0.579","Fc","Calculated data"
"ET","Temperature change","138","Mexico","7271","Temperature change","7008","August","2002","2002","?C","0.827","Fc","Calculated data"
"ET","Temperature change","138","Mexico","7271","Temperature change","7008","August","2003","2003","?C","0.464","Fc","Calculated data"
"ET","Temperature change","138","Mexico","7271","Temperature change","7008","August","2004","2004","?C","0.37","Fc","Calculated data"
"ET","Temperature change","138","Mexico","7271","Temperature change","7008","August","2005","2005","?C","0.514","Fc","Calculated data"
"ET","Temperature change","138","Mexico","7271","Temperature change","7008","August","2006","2006","?C","0.324","Fc","Calculated data"
"ET","Temperature change","138","Mexico","7271","Temperature change","7008","August","2007","2007","?C","0.406","Fc","Calculated data"
"ET","Temperature change","138","Mexico","7271","Temperature change","7008","August","2008","2008","?C","0.212","Fc","Calculated data"
"ET","Temperature change","138","Mexico","7271","Temperature change","7008","August","2009","2009","?C","1.106","Fc","Calculated data"
"ET","Temperature change","138","Mexico","7271","Temperature change","7008","August","2010","2010","?C","0.951","Fc","Calculated data"
"ET","Temperature change","138","Mexico","7271","Temperature change","7008","August","2011","2011","?C","1.541","Fc","Calculated data"
"ET","Temperature change","138","Mexico","7271","Temperature change","7008","August","2012","2012","?C","0.849","Fc","Calculated data"
"ET","Temperature change","138","Mexico","7271","Temperature change","7008","August","2013","2013","?C","0.542","Fc","Calculated data"
"ET","Temperature change","138","Mexico","7271","Temperature change","7008","August","2014","2014","?C","0.622","Fc","Calculated data"
"ET","Temperature change","138","Mexico","7271","Temperature change","7008","August","2015","2015","?C","1.578","Fc","Calculated data"
"ET","Temperature change","138","Mexico","7271","Temperature change","7008","August","2016","2016","?C","0.618","Fc","Calculated data"
"ET","Temperature change","138","Mexico","7271","Temperature change","7008","August","2017","2017","?C","0.996","Fc","Calculated data"
"ET","Temperature change","138","Mexico","7271","Temperature change","7008","August","2018","2018","?C","1.035","Fc","Calculated data"
"ET","Temperature change","138","Mexico","7271","Temperature change","7008","August","2019","2019","?C","2.112","Fc","Calculated data"
"ET","Temperature change","138","Mexico","7271","Temperature change","7008","August","2020","2020","?C","1.696","Fc","Calculated data"
"ET","Temperature change","138","Mexico","7271","Temperature change","7009","September","1961","1961","?C","-0.121","Fc","Calculated data"
"ET","Temperature change","138","Mexico","7271","Temperature change","7009","September","1962","1962","?C","0.415","Fc","Calculated data"
"ET","Temperature change","138","Mexico","7271","Temperature change","7009","September","1963","1963","?C","0.324","Fc","Calculated data"
"ET","Temperature change","138","Mexico","7271","Temperature change","7009","September","1964","1964","?C","0.046","Fc","Calculated data"
"ET","Temperature change","138","Mexico","7271","Temperature change","7009","September","1965","1965","?C","0.018","Fc","Calculated data"
"ET","Temperature change","138","Mexico","7271","Temperature change","7009","September","1966","1966","?C","0.079","Fc","Calculated data"
"ET","Temperature change","138","Mexico","7271","Temperature change","7009","September","1967","1967","?C","-0.715","Fc","Calculated data"
"ET","Temperature change","138","Mexico","7271","Temperature change","7009","September","1968","1968","?C","-0.476","Fc","Calculated data"
"ET","Temperature change","138","Mexico","7271","Temperature change","7009","September","1969","1969","?C","0.215","Fc","Calculated data"
"ET","Temperature change","138","Mexico","7271","Temperature change","7009","September","1970","1970","?C","-0.393","Fc","Calculated data"
"ET","Temperature change","138","Mexico","7271","Temperature change","7009","September","1971","1971","?C","-0.259","Fc","Calculated data"
"ET","Temperature change","138","Mexico","7271","Temperature change","7009","September","1972","1972","?C","0.164","Fc","Calculated data"
"ET","Temperature change","138","Mexico","7271","Temperature change","7009","September","1973","1973","?C","-0.022","Fc","Calculated data"
"ET","Temperature change","138","Mexico","7271","Temperature change","7009","September","1974","1974","?C","-0.764","Fc","Calculated data"
"ET","Temperature change","138","Mexico","7271","Temperature change","7009","September","1975","1975","?C","-0.928","Fc","Calculated data"
"ET","Temperature change","138","Mexico","7271","Temperature change","7009","September","1976","1976","?C","-0.496","Fc","Calculated data"
"ET","Temperature change","138","Mexico","7271","Temperature change","7009","September","1977","1977","?C","0.882","Fc","Calculated data"
"ET","Temperature change","138","Mexico","7271","Temperature change","7009","September","1978","1978","?C","-0.483","Fc","Calculated data"
"ET","Temperature change","138","Mexico","7271","Temperature change","7009","September","1979","1979","?C","-0.209","Fc","Calculated data"
"ET","Temperature change","138","Mexico","7271","Temperature change","7009","September","1980","1980","?C","0.305","Fc","Calculated data"
"ET","Temperature change","138","Mexico","7271","Temperature change","7009","September","1981","1981","?C","0.113","Fc","Calculated data"
